code;traduction;titre;nb_rattachements;nb_concept;passages_concept;lectures_ouverture
62-0726;SKN;Un Témoignage En Mer;2;2;Hebreux 13:8 | Jean 5:24;
62-0727;SKN;Nous Voudrions Voir Jésus;9;7;Hebreux 13:8 | Hebreux 4:12 | Jean 12:20 | Jean 14:12 | Jean 4:0 | Jean 5:19 | Jean 6:0;
62-0728;SKN;Dieu A Pourvu À Une Voie;8;6;Actes 2:4 | Hebreux 13:8 | Hebreux 4:12 | Jean 4:0 | Job 14:0 | Malachie 4:0;Jean 12:32
62-0729;SKN;Être Persévérant;2;2;Apocalypse 17:0 | Hebreux 4:12;
62-0908;SKN;L'État Présent De Mon Ministère;8;6;2 Timothee 2:4 | 2 Timothee 4:0 | 2 Timothee 4:2 | Daniel 12:0 | Daniel 9:0 | Esaie 61:1;
62-0908;VGR;L'étape actuelle de mon ministère;3;3;Daniel 12:0 | Daniel 9:0 | Esaie 61:1;
62-0909E;SKN;Dans Sa Présence;10;9;Apocalypse 1:7 | Esaie 6:5 | Exode 19:19 | Exode 3:0 | Ezechiel 33:0 | Hebreux 11:0 | Luc 5:8 | Psaumes 16:0 | Psaumes 16:8;
62-0909E;VGR;Dans Sa Présence;9;9;Apocalypse 1:7 | Esaie 6:5 | Exode 19:19 | Exode 3:0 | Ezechiel 33:0 | Hebreux 11:0 | Luc 5:8 | Psaumes 16:0 | Psaumes 16:8;
62-0909M;SKN;Le Compte À Rebours;4;4;Actes 1:8 | Hebreux 13:8 | Jean 5:24 | Jean 5:7;
62-0909M;VGR;Compte à rebours;4;4;Actes 1:8 | Hebreux 13:8 | Jean 5:24 | Jean 5:7;
62-1007;SKN;La Clé pour la porte;5;5;Actes 19:0 | Actes 1:8 | Apocalypse 13:0 | Jean 5:24 | Jean 5:7;
62-1007;VGR;La clé de la Porte;5;5;Actes 19:0 | Actes 1:8 | Apocalypse 13:0 | Jean 5:24 | Jean 5:7;
62-1013;SKN;L’Influence D’Un Autre;7;6;2 Chroniques 26:0 | Actes 1:8 | Hebreux 13:8 | Jean 14:7 | Jean 15:0 | Luc 24:49;
62-1013;VGR;L’influence d’un autre;5;5;Actes 1:8 | Hebreux 13:8 | Jean 14:7 | Jean 15:0 | Luc 24:49;
62-1014E;SKN;Un Guide;4;3;Actes 2:38 | Exode 13:21 | Marc 16:0;Ephesiens 4:30
62-1014E;VGR;Un Guide;4;4;Actes 2:38 | Ephesiens 4:30 | Exode 13:21 | Marc 16:0;
62-1014M;SKN;La Stature D’Un Homme Parfait;20;18;1 Corinthiens 12:0 | Actes 10:49 | Actes 19:11 | Actes 28:19 | Actes 2:38 | Actes 7:0 | Ephesiens 4:0 | Esaie 28:19 | Hebreux 10:0 | Hebreux 11:0 | Jacques 5:14 | Jean 14:7 | Jean 3:0 | Jean 3:16 | Jean 5:14 | Matthieu 5:48 | Psaumes 1:0 | actes 10:44;
62-1014M;VGR;La stature d’un homme parfait;17;16;Actes 10:49 | Actes 28:19 | Actes 2:38 | Actes 7:0 | Ephesiens 4:0 | Esaie 28:19 | Hebreux 10:0 | Hebreux 11:0 | Jacques 5:14 | Jean 14:7 | Jean 3:0 | Jean 3:16 | Jean 5:14 | Matthieu 5:48 | Psaumes 1:0 | actes 10:44;
62-1104E;VGR;Ordination;1;1;Psaumes 100:0;
62-1104M;SKN;Les Noms Blasphématoires;15;14;1 Corinthiens 12:0 | 1 Timothee 3:0 | 2 Pierre 1:0 | 2 Timothee 4:0 | Apocalypse 16:0 | Apocalypse 17:0 | Apocalypse 17:15 | Apocalypse 17:3 | Apocalypse 3:0 | Ephesiens 1:5 | Ephesiens 4:30 | Hebreux 11:0 | Jean 14:0 | Jean 3:16;
62-1104M;VGR;Des noms blasphématoires;12;10;Apocalypse 16:17 | Apocalypse 17:0 | Apocalypse 17:1 | Apocalypse 17:15 | Apocalypse 17:3 | Ephesiens 1:5 | Ephesiens 4:30 | Hebreux 11:0 | Jean 14:0 | Jean 3:16;
62-1111E;SKN;Pourquoi je suis contre la religion organisée;14;10;1 Pierre 1:0 | 1 Samuel 8:4 | 2 Timothee 3:0 | Actes 2:38 | Apocalypse 17:0 | Apocalypse 18:0 | Galates 1:8 | Jean 3:0 | Marc 16:0 | Nombres 16:1;
62-1111E;VGR;Pourquoi je suis contre la religion organisée;10;7;Actes 2:38 | Apocalypse 17:0 | Apocalypse 18:0 | Galates 1:8 | Jean 3:0 | Marc 16:0 | Nombres 16:1;
62-1111M;SKN;La Dédicace;7;3;Hebreux 10:5 | Joel 2:28 | Romains 5:1;Actes 7:44-49 | Hebreux 10:1-5 | Hebreux 10:5
62-1122;SKN;Le Retour et le jubile;7;7;Apocalypse 17:0 | Ephesiens 1:5 | Hebreux 11:0 | Jean 14:12 | Jean 8:0 | Jean 8:35 | Marc 16:0;
62-1123;SKN;Le Chemin Du Retour;6;5;Actes 2:38 | Hebreux 13:8 | Jean 12:4 | Jean 5:19 | Psaumes 22:0;Jeremie 8:22
62-1124B;SKN;Les Investissements;5;4;Apocalypse 3:0 | Esaie 9:6 | Luc 24:49 | Matthieu 5:0;
62-1124B;VGR;Des investissements;5;4;Apocalypse 3:0 | Esaie 9:6 | Luc 24:49 | Matthieu 5:0;
62-1124E;SKN;Toutes choses;7;6;2 Pierre 1:7 | Esaie 1:0 | Esaie 50:0 | Esaie 53:5 | Hebreux 9:11 | Romains 8:32;
62-1125E;SKN;Le Compte À Rebours;2;1;Hebreux 13:0;Hebreux 11:0
62-1125M;SKN;Convaincu Puis Concerné (Où Demeure-T-Il?);1;1;Actes 2:38;
62-1209;SKN;Se souvenir du seigneur;2;2;Hebreux 13:8 | Jean 3:16;
62-1209;VGR;Se souvenir du Seigneur;2;2;Hebreux 13:8 | Jean 3:16;
62-1216;SKN;La Dislocation du monde;8;8;Apocalypse 17:0 | Esaie 40:0 | Hebreux 11:0 | Hebreux 12:0 | Hebreux 12:25 | Hebreux 13:8 | Hebreux 9:12 | Michee 1:0;
62-1223;SKN;L'Opprobre À Cause De La Parole;3;3;Esaie 53:5 | Hebreux 13:8 | Psaumes 89:0;
62-1223;VGR;L’opprobre à cause de la Parole;2;2;Esaie 53:5 | Hebreux 13:8;
62-1230E;SKN;Monsieur, Est-Ce Le Signe De La Fin?;16;15;Apocalypse 17:0 | Apocalypse 3:14 | Apocalypse 5:1 | Apocalypse 6:0 | Colossiens 4:3 | Ephesiens 3:1-11 | Ephesiens 5:28-32 | Ephesiens 6:19 | Galates 2:20 | Hebreux 13:8 | Malachie 4:0 | Matthieu 13:0 | Matthieu 13:3-15 | Romains 11:25 | Romains 16:25;
62-1230E;VGR;Monsieur, est-ce le signe de la fin?;16;15;Apocalypse 17:0 | Apocalypse 3:14 | Apocalypse 5:1 | Apocalypse 6:0 | Colossiens 4:3 | Ephesiens 3:1-11 | Ephesiens 5:28-32 | Ephesiens 6:19 | Galates 2:20 | Hebreux 13:8 | Malachie 4:0 | Matthieu 13:0 | Matthieu 13:3-50 | Romains 11:25 | Romains 16:25;
62-1230M;SKN;L'Absolu;11;11;Actes 23:0 | Actes 23:11 | Actes 26:15 | Apocalypse 22:19 | Jean 15:0 | Jean 5:0 | Jean 5:19 | Jean 6:0 | Malachie 3:0 | Malachie 4:0 | Philippiens 1:20;
62-1230M;VGR;L’Absolu;12;11;Actes 23:0 | Actes 23:11 | Actes 26:15 | Apocalypse 22:19 | Jean 15:0 | Jean 5:0 | Jean 5:19 | Jean 6:0 | Malachie 3:0 | Malachie 4:0 | Philippiens 1:20;
62-1231;SKN;Le Combat;2;2;Jean 3:16 | Marc 16:0;
62-1231;VGR;Le combat;2;2;Jean 3:16 | Marc 16:0;
63-0112;SKN;L'Influence;5;3;Apocalypse 10:0 | Esaie 3:18 | Esaie 5:0;Apocalypse 10:0 | Esaie 6:0
63-0113E;SKN;Persévérance;4;4;Actes 10:0 | Hebreux 4:12 | Jean 12:0 | Jean 14:12;
63-0113E;VGR;La persévérance;4;4;Actes 10:0 | Hebreux 4:12 | Jean 12:0 | Jean 14:12;
63-0113M;SKN;Laisser échapper la pression;2;2;Esaie 32:2 | Job 14:0;
63-0113M;VGR;Relâcher la pression;2;1;Esaie 32:2;Job 14:0
63-0114;SKN;Une Trompette qui rend un son confus;9;7;Hebreux 13:8 | Jean 14:13 | Jean 5:24 | Joel 2:28 | Luc 24:49 | Marc 16:0 | Matthieu 24:35;
63-0114;VGR;Une trompette rend un son confus;9;7;Hebreux 13:8 | Jean 14:13 | Jean 5:24 | Joel 2:28 | Luc 24:49 | Marc 16:0 | Matthieu 24:35;
63-0115;SKN;Accepter La Voie À Laquelle Dieu A Pourvue Au Temps De La Fin;6;5;Genese 22:0 | Hebreux 13:8 | Jean 12:32 | Jean 14:12 | Malachie 4:0;
63-0115;VGR;Accepter la voie pourvue par Dieu au temps de la fin;6;5;Genese 22:0 | Hebreux 13:8 | Jean 12:32 | Jean 14:12 | Malachie 4:0;
63-0116;SKN;Le Messager du soir (Le Messager du temps de la fin);14;8;1 Jean 5:7 | Actes 4:0 | Apocalypse 10:0 | Apocalypse 11:0 | Hebreux 1:0 | Malachie 3:0 | Malachie 4:0 | Matthieu 24:0;
63-0116;VGR;Le messager du soir;13;8;Actes 4:0 | Apocalypse 10:0 | Hebreux 1:0 | Jean 5:7 | Malachie 3:0 | Malachie 4:0 | Matthieu 24:0 | Zacharie 14:0;
63-0117;SKN;Réveiller Jésus;4;2;Hebreux 13:8 | Jean 14:12;
63-0118;SKN;L'Esprit de vérité;2;2;Jean 12:0 | Jean 14:12;
63-0118;VGR;L’Esprit de Vérité;2;2;Jean 12:0 | Jean 14:12;
63-0119;SKN;La Manière D'un Vrai Prophète;7;6;Apocalypse 17:0 | Esaie 5:0 | Genese 1:0 | Genese 2:0 | Jean 4:0 | Malachie 4:0;
63-0120E;SKN;Encore une fois seulement, Seigneur;5;5;Apocalypse 17:0 | Hebreux 13:8 | Jacques 5:14 | Jean 14:12 | Jean 3:16;
63-0120M;SKN;La Voix de Dieu en ces derniers jours;2;1;Marc 11:22;Esaie 40:0
63-0120M;VGR;La Voix de Dieu en ces derniers jours;2;1;Marc 11:22;Esaie 40:0
63-0121;SKN;Zachée, l'homme d'affaires;2;2;Hebreux 13:8 | Luc 19:0;
63-0121;VGR;Zachée, l’homme d’affaires;2;2;Hebreux 13:8 | Luc 19:0;
63-0122;SKN;Se souvenir du Seigneur;5;4;Hebreux 13:8 | Hebreux 1:0 | Jean 14:12 | Jean 5:24;
63-0122;VGR;Se souvenir du Seigneur;5;4;Hebreux 13:8 | Hebreux 1:0 | Jean 14:12 | Jean 5:24;
63-0123;SKN;Identification;9;8;Actes 2:0 | Galates 1:8 | Hebreux 13:8 | Jean 14:12 | Jean 3:16 | Jean 5:19 | Malachie 4:0 | Philippiens 2:5;
63-0123;VGR;Identification;11;8;Actes 2:0 | Galates 1:8 | Hebreux 13:8 | Jean 14:12 | Jean 3:16 | Jean 5:19 | Malachie 4:0 | Philippiens 2:5;
63-0126;SKN;Les Investissements;4;4;Jean 4:17 | Joel 2:28 | Luc 24:49 | Matthieu 5:0;
63-0127;SKN;Un Absolu;9;9;Actes 20:24 | Apocalypse 22:19 | Hebreux 2:14-15 | Jean 14:12 | Jean 1:0 | Jean 3:16 | Jean 4:17 | Malachie 3:0 | Marc 16:0;
63-0223;SKN;Une Porte Dans Une Porte;2;2;Jean 14:0 | Jean 1:0;
63-0223;VGR;Une porte à l’intérieur d’une porte;2;2;Jean 14:0 | Jean 1:0;
63-0304;SKN;Un Absolu;1;1;Marc 11:22;
63-0304;VGR;Un Absolu;1;1;Marc 11:22;
63-0317E;SKN;La Brèche Entre Les Sept Âges De L’Église Et Les Sept Sceaux;14;13;Apocalypse 10:0 | Apocalypse 10:6 | Apocalypse 1:0 | Ephesiens 1:0 | Ephesiens 1:13 | Ephesiens 4:30 | Levitique 25:0 | Malachie 4:0 | Romains 8:22 | Zacharie 3:0 | Zacharie 3:8 | Zacharie 4:104 | zacharie 4:10;
63-0317E;VGR;La brèche entre les Sept Âges de l’Église et les Sept Sceaux;14;13;Apocalypse 10:0 | Apocalypse 10:1 | Apocalypse 10:6 | Apocalypse 1:0 | Ephesiens 1:0 | Ephesiens 1:13 | Ephesiens 4:30 | Levitique 25:0 | Malachie 4:0 | Romains 8:22 | Zacharie 3:0 | Zacharie 3:8 | Zacharie 4:10;
63-0317M;SKN;Dieu Se Cache, Puis Se Révèle Dans La Simplicité;12;10;1 Chroniques 17:0 | 1 Corinthiens 13:0 | Apocalypse 21:0 | Esaie 40:0 | Jean 14:0 | Jean 3:16 | Malachie 3:0 | Malachie 4:0 | Marc 11:22 | Matthieu 11:10;
63-0317M;VGR;Dieu Se cache et Se révèle dans la simplicité;10;8;Apocalypse 21:0 | Esaie 40:0 | Esther 8:0 | Jean 14:0 | Jean 3:16 | Malachie 3:0 | Marc 11:22 | Matthieu 11:10;
63-0318;SKN;Le Premier Sceau;25;20;2 Thessaloniciens 2:7 | 2 Thessaloniciens 2:9 | Actes 2:38 | Apocalypse 10:0 | Apocalypse 10:1 | Apocalypse 10:1-7 | Apocalypse 10:7 | Apocalypse 12:7-9 | Apocalypse 13:0 | Apocalypse 17:0 | Apocalypse 19:11 | Apocalypse 5:0 | Daniel 9:0 | Hebreux 4:0 | Jean 12:0 | Malachie 3:0 | Malachie 4:0 | Matthieu 10:0 | Matthieu 24:0 | Matthieu 28:19;
63-0318;VGR;Le Premier Sceau;20;17;Actes 2:38 | Apocalypse 10:0 | Apocalypse 10:1 | Apocalypse 10:7 | Apocalypse 12:7-9 | Apocalypse 13:0 | Apocalypse 17:0 | Apocalypse 19:11 | Apocalypse 5:0 | Daniel 9:0 | Hebreux 4:0 | Jean 12:0 | Malachie 3:0 | Malachie 4:0 | Matthieu 10:0 | Matthieu 24:0 | Matthieu 28:19;
63-0319;SKN;Le Deuxième Sceau;15;12;2 Thessaloniciens 2:3 | Amos 3:0 | Apocalypse 10:1-7 | Apocalypse 19:11 | Jean 14:12 | Joel 2:25 | Malachie 4:0 | Marc 16:0 | Matthieu 11:25-26 | Matthieu 24:0 | Matthieu 4:0 | Matthieu 4:8;
63-0319;VGR;Le Deuxième Sceau;16;13;Amos 3:0 | Apocalypse 10:1-7 | Apocalypse 10:7 | Apocalypse 19:11 | Apocalypse 2:6 | Jean 14:12 | Joel 2:25 | Malachie 4:0 | Marc 16:0 | Matthieu 11:25-26 | Matthieu 24:0 | Matthieu 4:0 | Matthieu 4:8;
63-0320;SKN;Le Troisième Sceau;30;23;1 Jean 5:7 | 1 Timothee 3:16 | 2 Timothee 3:0 | Actes 2:0 | Actes 2:38 | Apocalypse 10:0 | Apocalypse 10:17 | Apocalypse 10:7 | Apocalypse 17:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 14:12 | Jean 17:17 | Jean 1:0 | Joel 2:38 | Levitique 8:12 | Malachie 4:0 | Matthieu 14:25 | Matthieu 25:4 | Matthieu 4:11 | Zacharie 4:12 | apocalypse 10:7 | joel 2:11;
63-0320;VGR;Le Troisième Sceau;25;18;Actes 2:0 | Actes 2:38 | Apocalypse 10:0 | Apocalypse 17:0 | Hebreux 13:8 | Hebreux 4:0 | Jean 14:12 | Jean 17:17 | Jean 1:0 | Jean 5:7 | Joel 2:38 | Levitique 8:12 | Malachie 4:0 | Matthieu 14:0 | Matthieu 25:4 | Matthieu 4:11 | Zacharie 4:12 | actes 2:38;
63-0321;SKN;Le Quatrième Sceau;30;22;2 Samuel 6:14 | Actes 2:38 | Amos 3:7 | Apocalypse 10:0 | Apocalypse 10:1-7 | Apocalypse 10:7 | Apocalypse 12:0 | Apocalypse 12:13 | Apocalypse 13:1-8 | Apocalypse 13:14 | Apocalypse 19:0 | Apocalypse 2:18 | Apocalypse 2:18-20 | Apocalypse 2:22 | Esaie 28:19 | Genese 1:1 | Jean 6:0 | Joel 2:28 | Luc 24:49 | Malachie 4:0 | Matthieu 4:0 | Psaumes 16:8-11;
63-0321;VGR;Le Quatrième Sceau;30;20;Actes 2:38 | Amos 3:7 | Apocalypse 10:0 | Apocalypse 10:1-7 | Apocalypse 10:7 | Apocalypse 12:0 | Apocalypse 12:13 | Apocalypse 13:1 | Apocalypse 13:14 | Apocalypse 19:0 | Apocalypse 2:18 | Apocalypse 2:22 | Esaie 28:19 | Genese 1:1 | Jean 6:0 | Joel 2:28 | Luc 24:49 | Malachie 4:0 | Matthieu 4:0 | Psaumes 16:8;
63-0322;SKN;Le Cinquième Sceau;21;16;Actes 15:0 | Actes 15:14 | Actes 19:0 | Apocalypse 10:1-7 | Apocalypse 10:7 | Apocalypse 11:0 | Apocalypse 13:0 | Apocalypse 19:0 | Apocalypse 22:0 | Apocalypse 22:19 | Apocalypse 22:8 | Apocalypse 3:2 | Apocalypse 3:3 | Esaie 35:0 | Malachie 4:0 | Matthieu 28:19;
63-0322;VGR;Le Cinquième Sceau;20;15;Actes 15:0 | Actes 15:14 | Actes 19:0 | Apocalypse 10:1 | Apocalypse 10:7 | Apocalypse 11:0 | Apocalypse 13:0 | Apocalypse 19:0 | Apocalypse 22:0 | Apocalypse 22:8 | Apocalypse 3:2 | Apocalypse 3:3 | Esaie 35:0 | Malachie 4:0 | Matthieu 28:19;
63-0323;SKN;Le Sixième Sceau;30;19;Apocalypse 11:0 | Apocalypse 13:0 | Apocalypse 19:0 | Apocalypse 22:0 | Apocalypse 6:0 | Apocalypse 6:1 | Apocalypse 6:12 | Apocalypse 6:3 | Apocalypse 6:5 | Apocalypse 6:9 | Daniel 12:0 | Exode 10:21-23 | Matthieu 24:0 | Matthieu 24:29 | Matthieu 24:6 | Matthieu 24:7 | Matthieu 24:9-13 | Matthieu 27:0 | Romains 11:0;
63-0323;VGR;Le Sixième Sceau;29;18;Apocalypse 11:0 | Apocalypse 13:0 | Apocalypse 19:0 | Apocalypse 6:0 | Apocalypse 6:1 | Apocalypse 6:12 | Apocalypse 6:3 | Apocalypse 6:5 | Apocalypse 6:9 | Daniel 12:0 | Exode 10:21-23 | Matthieu 24:0 | Matthieu 24:29 | Matthieu 24:6 | Matthieu 24:7 | Matthieu 24:9-13 | Matthieu 27:0 | Romains 11:0;
63-0324E;SKN;Le Septième Sceau;14;11;Apocalypse 10:1 | Apocalypse 10:1-7 | Apocalypse 11:0 | Apocalypse 14:0 | Apocalypse 7:0 | Apocalypse 8:1 | Ephesiens 4:30 | Esaie 9:6 | Ezechiel 48:1-7 | Matthieu 24:0 | Matthieu 24:31;
63-0324E;VGR;Le Septième Sceau;15;11;Apocalypse 10:1 | Apocalypse 10:1-7 | Apocalypse 10:7 | Apocalypse 11:0 | Apocalypse 14:0 | Apocalypse 7:0 | Ephesiens 4:30 | Esaie 9:6 | Ezechiel 48:1 | Matthieu 24:0 | Matthieu 24:31;
63-0324M;SKN;Questions Et Réponses Sur Les Sceaux;34;28;1 Corinthiens 11:24 | 1 Corinthiens 12:0 | 1 Rois 17:0 | 1 Rois 19:0 | Actes 2:0 | Actes 2:38 | Apocalypse 11:0 | Apocalypse 11:3 | Apocalypse 16:0 | Apocalypse 18:8 | Apocalypse 5:9 | Apocalypse 6:0 | Apocalypse 6:11 | Apocalypse 6:6 | Apocalypse 7:14 | Daniel 9:27 | Genese 4:1 | Jean 10:0 | Luc 24:49 | Malachie 3:0 | Malachie 4:0 | Malachie 4:5 | Matthieu 11:0 | Matthieu 22:11 | Matthieu 24:0 | Matthieu 25:0 | Matthieu 28:19 | Matthieu 5:0;
63-0324M;VGR;Questions et réponses sur les Sceaux;30;24;Actes 2:0 | Actes 2:38 | Apocalypse 11:0 | Apocalypse 11:3 | Apocalypse 16:0 | Apocalypse 18:8 | Apocalypse 5:0 | Apocalypse 5:9 | Apocalypse 6:0 | Apocalypse 6:11 | Apocalypse 6:6 | Apocalypse 7:14 | Daniel 9:27 | Genese 4:1 | Luc 24:49 | Malachie 3:0 | Malachie 4:0 | Malachie 4:5 | Matthieu 11:0 | Matthieu 22:11 | Matthieu 24:0 | Matthieu 25:0 | Matthieu 28:19 | Matthieu 5:0;
63-0412E;SKN;Dieu se cache dans la simplicité;5;5;Esaie 35:0 | Jean 11:0 | Malachie 4:0 | Marc 11:24 | Matthieu 11:25;
63-0412M;SKN;La Dislocation Du Monde;7;7;2 Timothee 3:0 | Apocalypse 10:1-7 | Apocalypse 13:0 | Apocalypse 17:0 | Deuteronome 4:0 | Deuteronome 4:10 | Hebreux 12:25;
63-0421;SKN;Jour V, jour de victoire;7;7;Actes 2:38 | Apocalypse 19:11 | Genese 22:0 | Hebreux 11:0 | Jacques 5:14 | Job 136:0 | Matthieu 24:0;
63-0421;VGR;Jour de Victoire;5;5;Actes 2:38 | Genese 22:0 | Hebreux 11:0 | Jacques 5:14 | Matthieu 24:0;
63-0428;SKN;Regarde;6;6;Hebreux 13:8 | Jean 14:12 | Jean 16:0 | Jean 3:14 | Jean 6:0 | Romains 4:0;
63-0604;SKN;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Éternellement;7;6;Actes 10:49 | Jean 12:20 | Jean 20:0 | Jean 5:19 | Jean 6:0 | actes 10:48;
63-0605;SKN;Il Y A Ici Plus Que Salomon;2;2;Jean 14:12 | Jean 6:0;
63-0606;SKN;Montre-nous le Père (Dieu rendu manifeste);7;6;Esaie 35:0 | Genese 1:11 | Jean 14:12 | Jean 14:8 | Jean 3:16 | Marc 11:22;
63-0607;SKN;N'Ayez Pas Peur;1;1;Matthieu 10:0;
63-0608;SKN;Les Conférences;5;5;Actes 10:49 | Actes 19:0 | Actes 2:0 | Actes 4:0 | actes 10:44;
63-0608;VGR;Conférences;7;5;Actes 10:49 | Actes 19:0 | Actes 2:0 | Actes 4:0 | actes 10:44;
63-0623E;SKN;Le Signal rouge, signe de sa venue;13;12;Actes 19:0 | Actes 19:5 | Esaie 5:0 | Galates 1:8 | Genese 6:0 | Genese 6:12 | Jean 14:0 | Luc 17:0 | Luc 17:28 | Matthieu 22:20 | Matthieu 24:0 | Matthieu 5:28;
63-0623E;VGR;Le feu rouge clignotant, signe de Sa Venue;12;11;Actes 19:0 | Actes 19:5 | Esaie 5:0 | Galates 1:8 | Genese 6:0 | Genese 6:12 | Jean 14:0 | Luc 17:0 | Luc 17:28 | Matthieu 24:0 | Matthieu 5:28;
63-0623M;SKN;Se tenir à la brèche;3;3;Genese 1:1 | Nombres 16:0 | Nombres 16:3;
63-0623M;VGR;Se tenir dans la brèche;3;3;Genese 1:1 | Nombres 16:0 | Nombres 16:3;
63-0626;SKN;Pourquoi?;2;2;Actes 19:0 | Actes 4:0;
63-0627;SKN;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Éternellement;8;8;Deuteronome 18:0 | Hebreux 4:12 | Jean 12:0 | Jean 12:20 | Jean 1:0 | Jean 4:0 | Jean 5:19 | Jean 6:0;
63-0628E;SKN;Il y a ici plus que Salomon;8;8;Actes 2:0 | Hebreux 13:8 | Jean 14:12 | Marc 11:23 | Marc 12:0 | Matthieu 11:22 | Matthieu 24:0 | Romains 8:0;
63-0628M;SKN;Ô Seigneur, Encore Une Fois  (L’État Présent De L’Église);3;3;Actes 19:0 | Actes 2:0 | Apocalypse 17:0;
63-0628M;VGR;Ô Seigneur, une seule fois encore;3;3;Actes 19:0 | Actes 2:0 | Apocalypse 17:0;
63-0630E;SKN;Votre vie est-elle digne de l'évangile?;4;3;Jean 14:12 | Marc 16:0 | Matthieu 22:0;
63-0630E;VGR;Votre vie est-elle digne de l’Évangile?;4;4;Jean 14:12 | Marc 16:0 | Matthieu 22:0 | Matthieu 22:1;
63-0630M;SKN;Le Troisième exode;5;4;Apocalypse 13:0 | Apocalypse 17:0 | Jean 6:0 | Malachie 4:0;
63-0630M;VGR;Le troisième exode;21;20;Apocalypse 13:0 | Apocalypse 17:0 | Exode 11:0 | Exode 13:0 | Exode 15:0 | Exode 19:0 | Exode 21:0 | Exode 23:0 | Exode 25:0 | Exode 29:0 | Exode 31:0 | Exode 33:0 | Exode 35:0 | Exode 37:0 | Exode 39:0 | Exode 3:0 | Exode 5:0 | Exode 9:0 | Jean 6:0 | Malachie 4:0;
63-0707;VGR;L’Accusation;20;14;Actes 2:0 | Actes 2:38 | Apocalypse 17:0 | Hebreux 10:0 | Hebreux 13:8 | Hebreux 6:0 | Hebreux 6:1 | Jean 14:12 | Jean 15:0 | Jean 1:0 | Joel 2:38 | Malachie 4:0 | Marc 16:0 | actes 2:38;
63-0707M;SKN;L’Accusation;20;14;2 Timothee 3:0 | Actes 2:0 | Actes 2:38 | Apocalypse 17:0 | Hebreux 10:0 | Hebreux 13:8 | Hebreux 6:0 | Hebreux 6:1 | Jean 14:12 | Jean 15:0 | Jean 1:0 | Joel 2:38 | Marc 16:0 | actes 2:38;
63-0707M;VGR;L’accusation;20;14;Actes 2:0 | Actes 2:38 | Apocalypse 17:0 | Hebreux 10:0 | Hebreux 13:8 | Hebreux 6:0 | Hebreux 6:1 | Jean 14:12 | Jean 15:0 | Jean 1:0 | Joel 2:38 | Malachie 4:0 | Marc 16:0 | actes 2:38;
63-0714E;SKN;Humilie-toi;4;3;Jacques 5:14 | Marc 16:0 | Marc 16:15-20;
63-0714E;VGR;Humilie-toi;4;3;Jacques 5:14 | Marc 16:0 | Marc 16:15-20;
63-0714M;SKN;Pourquoi Crier?  Parle!;4;4;Exode 13:21 | Exode 14:0 | Jean 14:12 | Marc 11:24;
63-0714M;VGR;Pourquoi crier? Parle!;4;4;Exode 13:21 | Exode 14:0 | Jean 14:12 | Marc 11:24;
63-0717;SKN;Paul, Prisonnier de Christ;1;1;Jean 14:12;
63-0717;VGR;Prisonnier;1;1;Jean 14:12;
63-0721;SKN;Il prend soin. Et vous ?;7;7;Apocalypse 17:0 | Genese 6:4 | Hebreux 2:0 | Hebreux 2:2-4 | Hebreux 4:0 | Jean 15:26 | Jean 5:24;
63-0724;SKN;Dieu Ne Fait Pas Venir Un Homme En Jugement Sans L'avoir Premièrement Averti (Avertissemen;3;3;Esaie 38:0 | Jean 5:24 | Matthieu 28:16;
63-0724;VGR;Dieu n’appelle pas l’homme en jugement sans l’avoir d’abord averti;3;3;Esaie 38:0 | Jean 5:24 | Matthieu 28:16;
63-0728;SKN;Christ Est Le Mystère De Dieu Révélé;22;17;1 Corinthiens 12:0 | Apocalypse 17:0 | Apocalypse 7:0 | Esther 2:0 | Hebreux 11:0 | Hebreux 13:8 | Jean 14:12 | Jean 5:0 | Jean 5:24 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Matthieu 11:25 | Matthieu 16:15 | Matthieu 24:0 | Psaumes 1:0 | Psaumes 22:0;
63-0728;VGR;Christ est le mystère de Dieu révélé;21;15;Apocalypse 17:0 | Apocalypse 7:0 | Hebreux 11:0 | Hebreux 13:8 | Jean 14:12 | Jean 5:0 | Jean 5:24 | Malachie 3:0 | Malachie 4:0 | Marc 16:0 | Matthieu 11:25 | Matthieu 16:15 | Matthieu 24:0 | Psaumes 1:0 | Psaumes 22:0;
63-0731;SKN;Il Y A Une Seule Voie À Laquelle Dieu A Pourvue Pour Tout;2;2;Genese 6:0 | Marc 16:0;
63-0801;SKN;Un Paradoxe;7;7;Esther 10:0 | Exode 13:31 | Hebreux 4:15 | Jean 14:12 | Jean 8:58 | Marc 11:24 | exode 13:21;
63-0802;SKN;Persévérant;2;2;Hebreux 4:12 | Malachie 3:0;
63-0803B;SKN;Les Investissements;12;8;Actes 19:0 | Esaie 28:19 | Exode 13:22 | Jean 14:12 | Joel 2:28 | Luc 24:49 | Marc 16:0 | Matthieu 5:0;
63-0803B;VGR;Des investissements;12;8;Actes 19:0 | Esaie 28:19 | Exode 13:22 | Jean 14:12 | Joel 2:28 | Luc 24:49 | Marc 16:0 | Matthieu 5:0;
63-0803E;SKN;Influence;1;1;Esaie 65:0;
