ref;traduction;code;paragraphe;statut;raison
Matthieu 4:0;VGR;63-0319;280;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;SKN;65-1127E;209;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 9:0;SKN;65-1127E;195;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1127E;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1127E;201;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1127E;211;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 11:0;SKN;65-1127E;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 14:0;SKN;65-1127E;169;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;65-1204;98;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;65-1204;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1204;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1204;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;65-1204;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 27:0;SKN;65-1204;14;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 2:0;SKN;65-1206;213;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;65-1206;263;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;65-1206;265;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;SKN;65-1206;283;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;65-1206;30;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;65-1206;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;65-1206;216;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-1206;202;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-1206;211;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-1206;212;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-1206;226;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-1206;282;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1206;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;65-1206;167;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;65-1206;282;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Zacharie 12:0;SKN;65-1206;282;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-0718E;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0718E;160;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;65-0718M;147;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 4:0;VGR;65-1127B;322;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1127B;210;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1127B;220;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1127B;301;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1127B;322;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 11:0;VGR;65-1127B;211;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;VGR;65-1127B;315;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;VGR;65-1127B;139;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;VGR;65-1127E;209;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 17:0;VGR;65-1127E;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1127E;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1127E;201;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1127E;211;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 11:0;VGR;65-1127E;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;65-1204;182;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;VGR;65-1204;98;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1204;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1204;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 25:0;VGR;65-1204;29;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 27:0;VGR;65-1204;14;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;65-1206;263;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;65-1206;265;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;VGR;65-1206;283;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-1206;30;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;65-1206;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;65-1206;216;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;65-1206;202;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;65-1206;226;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;65-1206;282;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1206;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1206;211;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1206;215;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;VGR;65-1206;167;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Zacharie 12:0;VGR;65-1206;282;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;SKN;53-0513;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 11:0;SKN;53-0513;18;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;53-0513;18;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;53-0513;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;SKN;54-0404E;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;SKN;54-0811;10;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;54-1212;91;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;SKN;56-1230;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 35:0;SKN;56-1230;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;57-0125;20;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;SKN;60-0712;84;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;62-0722;56;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0317E;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0317E;218;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;SKN;63-1110M;157;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;63-1110M;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;63-1110M;352;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;SKN;63-1110M;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;63-1110M;39;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;65-0725E;118;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-0725E;105;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-0725E;107;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;65-0822E;97;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0822E;157;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;VGR;54-0404E;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;VGR;56-1230;123;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 35:0;VGR;56-1230;47;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;VGR;56-1230;80;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0317E;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0317E;218;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;63-1110M;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;63-1110M;352;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;VGR;63-1110M;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;63-1110M;39;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;65-0725E;118;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;VGR;65-0822E;97;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0822E;157;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;SKN;65-0801E;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;65-0801E;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-0801E;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0801E;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;VGR;65-0801E;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;65-0801E;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0801E;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;51-0508;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 33:0;VGR;62-0909E;51;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-0410;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;65-0410;88;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 2:0;SKN;54-0220;35;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;VGR;64-0802;484;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 21:0;VGR;64-0802;52;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 21:0;VGR;64-0802;172;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 4:0;VGR;64-0802;133;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;VGR;64-0802;311;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;64-0802;56;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;64-0802;270;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;SKN;61-0101;199;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 17:0;SKN;61-0101;135;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;58-1130;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;63-1229M;210;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;63-1229M;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 3:0;SKN;63-1229M;64;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-1229M;160;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;63-1229M;147;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;64-0119;48;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 6:0;SKN;64-0119;123;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;64-0125;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;64-0125;115;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0125;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0125;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;64-0312;162;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0312;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;64-0312;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;64-0313;101;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0313;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0313;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0313;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0313;66;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0313;94;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0313;106;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;64-0313;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0500;41;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0500;11;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0500;12;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;65-0829;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 14:0;SKN;65-0829;15;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0829;51;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;SKN;65-0911;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;SKN;65-0911;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;SKN;65-0911;126;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;65-0911;160;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;65-0911;27;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 4:0;SKN;65-1031M;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;58-1130;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;61-0730M;41;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 3:0;VGR;61-0730M;10;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 11:0;VGR;61-0730M;47;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 44:0;VGR;61-0730M;138;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;61-0730M;151;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 99:0;VGR;61-0730M;10;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 99:0;VGR;61-0730M;12;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;63-1229M;210;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;63-1229M;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 3:0;VGR;63-1229M;64;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-1229M;160;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;VGR;63-1229M;147;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;64-0125;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;64-0125;115;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;VGR;64-0125;90;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0125;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0125;94;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;64-0313;174;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;64-0313;160;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0313;97;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0313;124;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0313;162;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0313;182;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;64-0313;151;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;64-0411;218;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 11:0;VGR;64-0411;110;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;64-0705;148;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 12:0;VGR;64-0705;114;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 12:0;VGR;64-0705;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;64-0705;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0705;110;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0705;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
